,number,value,datetime_start,datetime_complete,duration,params_T_max,params_batch_size,params_beta1,params_beta2,params_epochs,params_eta_min,params_factor,params_gamma,params_lr,params_max_lr,params_momentum,params_optimizer,params_patience,params_preweight_mode,params_scheduler,params_step_size,params_weight_decay,state
72,72,0.7228343486785889,2025-01-28 01:12:54.694776,2025-01-28 01:18:23.908097,0 days 00:05:29.213321,8.0,7,,,10,1.6879628248693858e-07,,,0.022410265106018172,,0.9178762645300562,SGD,,fine_tuning,CosineAnnealingLR,,1.0794287841841047e-05,COMPLETE
73,73,0.7209827303886414,2025-01-28 01:18:23.939066,2025-01-28 01:24:25.787176,0 days 00:06:01.848110,10.0,7,,,11,4.185772093681891e-07,,,0.02919047954074714,,0.9025125763809143,SGD,,fine_tuning,CosineAnnealingLR,,3.093036401627552e-05,COMPLETE
74,74,0.7318183779716492,2025-01-28 01:24:25.813569,2025-01-28 01:30:26.876305,0 days 00:06:01.062736,11.0,7,,,11,3.483217431054997e-07,,,0.016061771803184174,,0.9129740845046779,SGD,,fine_tuning,CosineAnnealingLR,,1.6653225317862412e-05,COMPLETE
75,75,0.0,2025-01-28 01:30:26.903776,2025-01-28 01:33:10.374599,0 days 00:02:43.470823,6.0,6,0.9616689990857051,0.982789816593925,20,6.218770197188043e-07,,,0.009246871502787024,,,Adam,,fine_tuning,CosineAnnealingLR,,,PRUNED
76,76,0.0,2025-01-28 01:33:10.393131,2025-01-28 01:36:10.129469,0 days 00:02:59.736338,,7,,,10,,,0.09509322913521975,0.026363642314146587,,0.9202433827029799,SGD,,random,StepLR,3.0,1.245358454385865e-05,PRUNED
77,77,0.691192626953125,2025-01-28 01:36:10.149153,2025-01-28 01:39:27.318754,0 days 00:03:17.169601,8.0,6,,,12,1.7734843682355002e-07,,,0.022827779557928793,,0.9454425390194847,SGD,,fine_tuning,CosineAnnealingLR,,1.0140748873519118e-05,PRUNED
78,78,0.15927647054195404,2025-01-28 01:39:27.336384,2025-01-28 01:41:08.458670,0 days 00:01:41.122286,,7,,,19,,,0.42453394467597017,0.025028746877360723,,0.9275241267918424,SGD,,freezing,StepLR,2.0,6.098187547563204e-05,PRUNED
79,79,0.7301656603813171,2025-01-28 01:41:08.473433,2025-01-28 01:50:17.602301,0 days 00:09:09.128868,,8,,,17,,0.22078044400661923,,0.011983826427257028,,0.9073907764798351,SGD,4.0,fine_tuning,ReduceLROnPlateau,,3.9942141150496664e-05,COMPLETE
80,80,0.0,2025-01-28 01:50:17.628758,2025-01-28 01:52:47.631339,0 days 00:02:30.002581,8.0,6,,,16,8.335742167551972e-06,,,0.00928404861141382,,0.9101948087070278,RMSprop,,fine_tuning,CosineAnnealingLR,,0.10109996366642271,PRUNED
81,81,0.7354856133460999,2025-01-28 01:52:47.648872,2025-01-28 01:59:54.698847,0 days 00:07:07.049975,,6,,,13,,,0.4394310427115887,0.012584398158115954,,0.9656596053317726,SGD,,fine_tuning,StepLR,5.0,2.541188170478707e-05,COMPLETE
82,82,0.7292193174362183,2025-01-28 01:59:54.717466,2025-01-28 02:06:28.001126,0 days 00:06:33.283660,,6,,,12,,,0.49639138687112205,0.013549693473887294,,0.9142509105709211,SGD,,fine_tuning,StepLR,4.0,3.294315697152985e-05,COMPLETE
83,83,0.7370750308036804,2025-01-28 02:06:28.028104,2025-01-28 02:13:35.301195,0 days 00:07:07.273091,,5,,,13,,,0.46004467417276873,0.01471023176920081,,0.9035121815157955,SGD,,fine_tuning,StepLR,2.0,5.115135460190472e-05,COMPLETE
84,84,0.7759801149368286,2025-01-28 02:13:35.332030,2025-01-28 02:23:23.608786,0 days 00:09:48.276756,,6,,,18,,,0.3708940761871954,0.011103611398889698,,0.9407203441495795,SGD,,fine_tuning,StepLR,2.0,2.3975176575722844e-05,COMPLETE
85,85,0.7409150004386902,2025-01-28 02:23:23.639225,2025-01-28 02:33:14.304376,0 days 00:09:50.665151,,7,,,18,,,0.3144189153428495,0.011421565439067806,,0.9551968611569696,SGD,,fine_tuning,StepLR,2.0,1.8839127676436525e-05,COMPLETE
86,86,0.0,2025-01-28 02:33:14.335408,2025-01-28 02:35:58.420819,0 days 00:02:44.085411,,6,0.8876279757743334,0.9378583169641903,17,,,0.3682894883019316,0.008321424468115146,,,AdamW,,fine_tuning,StepLR,2.0,0.001049281941822832,PRUNED
87,87,0.7721663117408752,2025-01-28 02:35:58.438123,2025-01-28 02:46:19.026926,0 days 00:10:20.588803,,6,,,19,,,0.38328931458503657,0.010638011682348483,,0.9000412148556854,SGD,,fine_tuning,StepLR,2.0,1.4966005200829852e-05,COMPLETE
88,88,0.7733603119850159,2025-01-28 02:46:19.054690,2025-01-28 02:56:40.158355,0 days 00:10:21.103665,,6,,,19,,,0.39218653158198813,0.01037982332980774,,0.9004576405943691,SGD,,fine_tuning,StepLR,2.0,1.4773264961593248e-05,COMPLETE
89,89,0.0,2025-01-28 02:56:40.184642,2025-01-28 02:59:39.868200,0 days 00:02:59.683558,,6,,,19,,,0.3971631177300933,0.010315467771055365,,0.9426981580074901,SGD,,random,StepLR,2.0,1.4266284408492968e-05,PRUNED
90,90,0.36371609568595886,2025-01-28 02:59:39.887512,2025-01-28 03:02:57.170243,0 days 00:03:17.282731,,6,0.8506383262316448,0.9145419612394502,19,,,0.4044647760146308,0.001887075723449868,,,Adam,,fine_tuning,StepLR,2.0,,PRUNED
91,91,0.7670245170593262,2025-01-28 03:02:57.187698,2025-01-28 03:13:50.555113,0 days 00:10:53.367415,,6,,,20,,,0.3745749242834134,0.010125784867475389,,0.900147471808927,SGD,,fine_tuning,StepLR,2.0,1.5453480800180298e-05,COMPLETE
92,92,0.7630857229232788,2025-01-28 03:13:50.581168,2025-01-28 03:24:43.207525,0 days 00:10:52.626357,,6,,,20,,,0.3760337167448029,0.010628367245415755,,0.9004321768278143,SGD,,fine_tuning,StepLR,2.0,2.3181334830656762e-05,COMPLETE
93,93,0.7702442407608032,2025-01-28 03:24:43.233879,2025-01-28 03:35:37.197643,0 days 00:10:53.963764,,6,,,20,,,0.37607657280209517,0.00979177230942651,,0.9012903099003384,SGD,,fine_tuning,StepLR,2.0,1.5518657034657813e-05,COMPLETE
94,94,0.7624230980873108,2025-01-28 03:35:37.224179,2025-01-28 03:46:30.620163,0 days 00:10:53.395984,,6,,,20,,,0.3355690214098628,0.009850136334529112,,0.9021701698110085,SGD,,fine_tuning,StepLR,2.0,1.5654831295339128e-05,COMPLETE
95,95,0.7328046560287476,2025-01-28 03:46:30.638044,2025-01-28 03:56:50.678078,0 days 00:10:20.040034,,6,,,19,,,0.3793660826290245,0.011127589054971913,,0.9003615200151618,SGD,,fine_tuning,StepLR,2.0,1.8755401763391818e-05,COMPLETE
96,96,0.7692176699638367,2025-01-28 03:56:50.708177,2025-01-28 04:07:43.859411,0 days 00:10:53.151234,,6,,,20,,,0.3210295531332782,0.01014436048386694,,0.9048588129675879,SGD,,fine_tuning,StepLR,2.0,1.1786060005974861e-05,COMPLETE
